StructureType,100,1000,10000,100000,1000000
dynamicList,63331.22229259,6028.70871088,428.05873651,36.62540546,3.42254640
dynamicQueue,46798.95170348,4216.91827612,353.06620344,19.53765774,2.87950262
dynamicStack,24853.98285075,4257.43880996,331.51915004,28.96357888,2.73758468
staticList,64716.54154802,5836.92790810,428.35101138,33.28606269,2.93097537
staticQueue,62684.13464552,5607.48711680,431.16531913,34.28220888,2.89831599
staticStack,68138.45734533,5847.13256619,439.80208906,35.18086094,2.98324883
