StructureType,100,1000,10000,100000,1000000
dynamicList,43159.25766077,5996.96553544,346.07261226,36.26708810,2.84507374
dynamicQueue,41037.42613263,2442.73615762,303.27899180,29.07357574,2.62347401
dynamicStack,24239.48612289,2684.62141469,326.32623878,28.11024230,2.71112360
staticList,39542.88425798,5735.88541995,334.41639657,34.38269076,2.93710603
staticQueue,32524.55603981,5340.16874933,372.28460264,35.12752186,3.04701635
staticStack,51464.15521589,3362.14693255,425.20767143,34.59557838,3.20615924
