StructureType,100,1000,10000,100000,1000000
dynamicList,0.00002317,0.00016675,0.00288957,0.02757321,0.35148474
dynamicQueue,0.00002437,0.00040938,0.00329729,0.03439549,0.38117397
dynamicStack,0.00004125,0.00037249,0.00306442,0.03557422,0.36885076
staticList,0.00002529,0.00017434,0.00299028,0.02908440,0.34047120
staticQueue,0.00003075,0.00018726,0.00268612,0.02846771,0.32818990
staticStack,0.00001943,0.00029743,0.00235179,0.02890543,0.31189967
